edge_id,source,target,edge_type,effect_sign,effect_size,activation_frequency,mechanistic_confidence,evidence_weight
e000624,bind__ABCC5,reg__SERPINA3,GiG,1,0.5,0.5,1.0,1.0
e000625,bind__ADRB2,reg__CSK,GiG,1,0.5,0.5,1.0,1.0
e000626,bind__TUBB,reg__RAN,GiG,1,0.5,0.5,1.0,1.0
e000627,bind__TUBB1,reg__PSMD2,GiG,1,0.5,0.5,1.0,1.0
e000628,bind__TUBB,reg__HSPA8,GiG,1,0.5,0.5,1.0,1.0
e000629,bind__TUBB,reg__JUN,GiG,1,0.5,0.5,1.0,1.0
e000630,bind__ESR1,reg__JUN,GiG,1,0.5,0.5,1.0,1.0
e000631,bind__ESR1,reg__VAPB,GiG,1,0.5,0.5,1.0,1.0
e000632,bind__TOP2A,reg__HDAC2,GiG,1,0.5,0.5,1.0,1.0
e000633,bind__PPARG,reg__DNTTIP2,GiG,1,0.5,0.5,1.0,1.0
e000634,bind__ESR1,reg__PAK1,GiG,1,0.5,0.5,1.0,1.0
e000635,bind__AR,reg__JUN,GiG,1,0.5,0.5,1.0,1.0
e000636,bind__GABRA1,reg__PRKCD,GiG,1,0.5,0.5,1.0,1.0
e000637,bind__TOP2A,reg__JUN,GiG,1,0.5,0.5,1.0,1.0
e000638,bind__ESR1,reg__RPN1,GiG,1,0.5,0.5,1.0,1.0
e000639,bind__TUBB,reg__NFKBIA,GiG,1,0.5,0.5,1.0,1.0
e000640,bind__ESR1,reg__CNDP2,GiG,1,0.5,0.5,1.0,1.0
e000641,bind__AR,reg__BRCA1,GiG,1,0.5,0.5,1.0,1.0
e000642,bind__ESR1,reg__FHL2,GiG,1,0.5,0.5,1.0,1.0
e000643,bind__CALM2,reg__IKBKB,GiG,1,0.5,0.5,1.0,1.0
e000644,bind__CALM1,reg__RPS4Y1,GiG,1,0.5,0.5,1.0,1.0
e000645,bind__CALM2,reg__PLCB3,GiG,1,0.5,0.5,1.0,1.0
e000646,bind__ESR1,reg__DNM1L,GiG,1,0.5,0.5,1.0,1.0
e000647,bind__CALM1,reg__RALA,GiG,1,0.5,0.5,1.0,1.0
e000648,bind__SLC6A3,reg__STX1A,GiG,1,0.5,0.5,1.0,1.0
e000649,bind__ADRA2A,reg__PRKCD,GiG,1,0.5,0.5,1.0,1.0
e000650,bind__NR3C1,reg__SMAD3,GiG,1,0.5,0.5,1.0,1.0
e000651,bind__ESR1,reg__PHGDH,GiG,1,0.5,0.5,1.0,1.0
e000652,bind__ESR1,reg__XBP1,GiG,1,0.5,0.5,1.0,1.0
e000653,bind__AR,reg__CEBPA,GiG,1,0.5,0.5,1.0,1.0
e000654,bind__ABL1,reg__EGR1,GiG,1,0.5,0.5,1.0,1.0
e000655,bind__NR3C1,reg__HSPA1A,GiG,1,0.5,0.5,1.0,1.0
e000656,bind__ESR1,reg__KAT6A,GiG,1,0.5,0.5,1.0,1.0
e000657,bind__GRIA2,reg__SQSTM1,GiG,1,0.5,0.5,1.0,1.0
e000658,bind__CALM3,reg__PLCB3,GiG,1,0.5,0.5,1.0,1.0
e000659,bind__ESR1,reg__PCK2,GiG,1,0.5,0.5,1.0,1.0
e000660,bind__ESR1,reg__PLCB3,GiG,1,0.5,0.5,1.0,1.0
e000661,bind__NR3C1,reg__CEBPA,GiG,1,0.5,0.5,1.0,1.0
e000662,bind__ESR1,reg__DECR1,GiG,1,0.5,0.5,1.0,1.0
e000663,bind__TOP2A,reg__BRCA1,GiG,1,0.5,0.5,1.0,1.0
e000664,bind__CALM2,reg__RPS4Y1,GiG,1,0.5,0.5,1.0,1.0
e000665,bind__CALM2,reg__SQSTM1,GiG,1,0.5,0.5,1.0,1.0
e000666,bind__ESR1,reg__CDC25B,GiG,1,0.5,0.5,1.0,1.0
e000667,bind__ESR1,reg__RAN,GiG,1,0.5,0.5,1.0,1.0
e000668,bind__SLC6A2,reg__STX1A,GiG,1,0.5,0.5,1.0,1.0
e000669,bind__ESR1,reg__ATF1,GiG,1,0.5,0.5,1.0,1.0
e000670,bind__ABL1,reg__BRCA1,GiG,1,0.5,0.5,1.0,1.0
e000671,bind__CALM2,reg__RALA,GiG,1,0.5,0.5,1.0,1.0
e000672,bind__CALM2,reg__AURKB,GiG,1,0.5,0.5,1.0,1.0
e000673,bind__SCN1A,reg__PCNA,GiG,1,0.5,0.5,1.0,1.0
e000674,bind__ALB,reg__CDC45,GiG,1,0.5,0.5,1.0,1.0
e000675,bind__ESR1,reg__MVP,GiG,1,0.5,0.5,1.0,1.0
e000676,bind__ESR1,reg__RRP12,GiG,1,0.5,0.5,1.0,1.0
e000677,bind__ESR1,reg__CEBPB,GiG,1,0.5,0.5,1.0,1.0
e000678,bind__CYP2C8,reg__DNAJB1,GiG,1,0.5,0.5,1.0,1.0
e000679,bind__CALM2,reg__CLTB,GiG,1,0.5,0.5,1.0,1.0
e000680,bind__AR,reg__RAN,GiG,1,0.5,0.5,1.0,1.0
e000681,bind__ABL1,reg__PXN,GiG,1,0.5,0.5,1.0,1.0
e000682,bind__ABL1,reg__PLSCR1,GiG,1,0.5,0.5,1.0,1.0
e000683,bind__CALM3,reg__RGS2,GiG,1,0.5,0.5,1.0,1.0
e000684,bind__NR3C1,reg__SLC25A4,GiG,1,0.5,0.5,1.0,1.0
e000685,bind__SCN1A,reg__HIST2H2BE,GiG,1,0.5,0.5,1.0,1.0
e000686,bind__CALM1,reg__NFKBIA,GiG,1,0.5,0.5,1.0,1.0
e000687,bind__PGR,reg__CCNA2,GiG,1,0.5,0.5,1.0,1.0
e000688,bind__ESR1,reg__PSMD2,GiG,1,0.5,0.5,1.0,1.0
e000689,bind__CALM3,reg__NFKBIE,GiG,1,0.5,0.5,1.0,1.0
e000690,bind__CALM1,reg__AURKB,GiG,1,0.5,0.5,1.0,1.0
e000691,bind__OPRM1,reg__GNAI1,GiG,1,0.5,0.5,1.0,1.0
e000692,bind__CALM3,reg__AURKB,GiG,1,0.5,0.5,1.0,1.0
e000693,bind__NR3C1,reg__JUN,GiG,1,0.5,0.5,1.0,1.0
e000694,bind__ESR1,reg__CDK7,GiG,1,0.5,0.5,1.0,1.0
e000695,bind__ESR1,reg__RPS6KA1,GiG,1,0.5,0.5,1.0,1.0
e000696,bind__ESR1,reg__PTPN6,GiG,1,0.5,0.5,1.0,1.0
e000697,bind__KCNH2,reg__HSPA8,GiG,1,0.5,0.5,1.0,1.0
e000698,bind__ESR1,reg__ERBB2,GiG,1,0.5,0.5,1.0,1.0
e000699,bind__AR,reg__CDC25B,GiG,1,0.5,0.5,1.0,1.0
e000700,bind__ESR1,reg__AARS,GiG,1,0.5,0.5,1.0,1.0
e000701,bind__CALM2,reg__NFKBIA,GiG,1,0.5,0.5,1.0,1.0
e000702,bind__ESR1,reg__INPP4B,GiG,1,0.5,0.5,1.0,1.0
e000703,bind__NR3C1,reg__CDKN1A,GiG,1,0.5,0.5,1.0,1.0
e000704,bind__CYP19A1,reg__CEBPD,GiG,1,0.5,0.5,1.0,1.0
e000705,bind__NR3C1,reg__KDM5A,GiG,1,0.5,0.5,1.0,1.0
e000706,bind__NR3C1,reg__RAN,GiG,1,0.5,0.5,1.0,1.0
e000707,bind__ABL1,reg__CDKN1B,GiG,1,0.5,0.5,1.0,1.0
e000708,bind__ALB,reg__CEBPB,GiG,1,0.5,0.5,1.0,1.0
e000709,bind__CALM1,reg__PLCB3,GiG,1,0.5,0.5,1.0,1.0
e000710,bind__CALM3,reg__SQSTM1,GiG,1,0.5,0.5,1.0,1.0
e000711,bind__COMT,reg__RGS2,GiG,1,0.5,0.5,1.0,1.0
e000712,bind__ABL1,reg__RPP38,GiG,1,0.5,0.5,1.0,1.0
e000713,bind__ESR2,reg__DNTTIP2,GiG,1,0.5,0.5,1.0,1.0
e000714,bind__ATP1A1,reg__EZH2,GiG,1,0.5,0.5,1.0,1.0
e000715,bind__PGR,reg__CCNA1,GiG,1,0.5,0.5,1.0,1.0
e000716,bind__NR3C1,reg__NRIP1,GiG,1,0.5,0.5,1.0,1.0
e000717,bind__ESR1,reg__CDKN1A,GiG,1,0.5,0.5,1.0,1.0
e000718,bind__ABCC3,reg__BRCA1,GiG,1,0.5,0.5,1.0,1.0
e000719,bind__AR,reg__CDK7,GiG,1,0.5,0.5,1.0,1.0
e000720,bind__NR3C1,reg__HSPD1,GiG,1,0.5,0.5,1.0,1.0
e000721,bind__OPRD1,reg__PRKCD,GiG,1,0.5,0.5,1.0,1.0
e000722,bind__TUBB,reg__BRCA1,GiG,1,0.5,0.5,1.0,1.0
e000723,bind__ESR1,reg__HACD3,GiG,1,0.5,0.5,1.0,1.0
e000724,bind__ACHE,reg__JUN,GiG,1,0.5,0.5,1.0,1.0
e000725,bind__ABL1,reg__PTPN6,GiG,1,0.5,0.5,1.0,1.0
e000726,bind__ADRA2A,reg__GNAI1,GiG,1,0.5,0.5,1.0,1.0
e000727,bind__ESR1,reg__GADD45B,GiG,1,0.5,0.5,1.0,1.0
e000728,bind__ABL1,reg__CENPA,GiG,1,0.5,0.5,1.0,1.0
e000729,bind__SCN5A,reg__RGS2,GiG,1,0.5,0.5,1.0,1.0
e000730,bind__AR,reg__HSPA1A,GiG,1,0.5,0.5,1.0,1.0
e000731,bind__ESR1,reg__BLCAP,GiG,1,0.5,0.5,1.0,1.0
e000732,bind__AR,reg__RUVBL1,GiG,1,0.5,0.5,1.0,1.0
e000733,bind__ESR1,reg__ALDOC,GiG,1,0.5,0.5,1.0,1.0
e000734,bind__AR,reg__FHL2,GiG,1,0.5,0.5,1.0,1.0
e000735,bind__UGT1A1,reg__UGDH,GiG,1,0.5,0.5,1.0,1.0
e000736,bind__CALM1,reg__IKBKB,GiG,1,0.5,0.5,1.0,1.0
e000737,bind__ESR1,reg__GNAI1,GiG,1,0.5,0.5,1.0,1.0
e000738,bind__NR3C1,reg__TBP,GiG,1,0.5,0.5,1.0,1.0
e000739,bind__ABL1,reg__CDK1,GiG,1,0.5,0.5,1.0,1.0
e000740,bind__AR,reg__CDK6,GiG,1,0.5,0.5,1.0,1.0
e000741,bind__GABRR2,reg__SQSTM1,GiG,1,0.5,0.5,1.0,1.0
e000742,bind__AR,reg__SLC25A4,GiG,1,0.5,0.5,1.0,1.0
e000743,bind__ADRB2,reg__PRKCD,GiG,1,0.5,0.5,1.0,1.0
e000744,bind__AR,reg__CEBPB,GiG,1,0.5,0.5,1.0,1.0
e000745,bind__ESR1,reg__PFN1,GiG,1,0.5,0.5,1.0,1.0
e000746,bind__TUBB,reg__PPARG,GiG,1,0.5,0.5,1.0,1.0
e000747,bind__ALOX5,reg__COTL1,GiG,1,0.5,0.5,1.0,1.0
e000748,bind__ESR1,reg__HSPD1,GiG,1,0.5,0.5,1.0,1.0
e000749,bind__ATP1A1,reg__MYC,GiG,1,0.5,0.5,1.0,1.0
e000750,bind__CALM2,reg__NFKBIE,GiG,1,0.5,0.5,1.0,1.0
e000751,bind__ESR1,reg__HADH,GiG,1,0.5,0.5,1.0,1.0
e000752,bind__NR3C1,reg__CLTC,GiG,1,0.5,0.5,1.0,1.0
e000753,bind__TUBB,reg__HDAC6,GiG,1,0.5,0.5,1.0,1.0
e000754,bind__TUBB,reg__PLK1,GiG,1,0.5,0.5,1.0,1.0
e000755,bind__CALM1,reg__RELB,GiG,1,0.5,0.5,1.0,1.0
e000756,bind__ESR1,reg__SMAD3,GiG,1,0.5,0.5,1.0,1.0
e000757,bind__CYP11A1,reg__SMAD3,GiG,1,0.5,0.5,1.0,1.0
e000758,bind__TUBB4B,reg__PAFAH1B3,GiG,1,0.5,0.5,1.0,1.0
e000759,bind__AR,reg__STUB1,GiG,1,0.5,0.5,1.0,1.0
e000760,bind__ESR1,reg__CEBPA,GiG,1,0.5,0.5,1.0,1.0
e000761,bind__CALM2,reg__RGS2,GiG,1,0.5,0.5,1.0,1.0
e000762,bind__HTR2A,reg__GNAI1,GiG,1,0.5,0.5,1.0,1.0
e000763,bind__ABL1,reg__ERBB2,GiG,1,0.5,0.5,1.0,1.0
e000764,bind__ESR1,reg__CLTC,GiG,1,0.5,0.5,1.0,1.0
e000765,bind__CALM3,reg__IKBKE,GiG,1,0.5,0.5,1.0,1.0
e000766,bind__ESR1,reg__MYC,GiG,1,0.5,0.5,1.0,1.0
e000767,bind__ESR1,reg__EZH2,GiG,1,0.5,0.5,1.0,1.0
e000768,bind__ESR1,reg__GADD45A,GiG,1,0.5,0.5,1.0,1.0
e000769,bind__NR3C1,reg__HDAC6,GiG,1,0.5,0.5,1.0,1.0
e000770,bind__NR3C1,reg__ATP1B1,GiG,1,0.5,0.5,1.0,1.0
e000771,bind__AR,reg__KDM3A,GiG,1,0.5,0.5,1.0,1.0
e000772,bind__ABL1,reg__RAN,GiG,1,0.5,0.5,1.0,1.0
e000773,bind__TUBB,reg__NFKBIE,GiG,1,0.5,0.5,1.0,1.0
e000774,bind__CALM3,reg__NFKBIA,GiG,1,0.5,0.5,1.0,1.0
e000775,bind__PGR,reg__GNAI1,GiG,1,0.5,0.5,1.0,1.0
e000776,bind__CALM3,reg__CLTB,GiG,1,0.5,0.5,1.0,1.0
e000777,bind__ESR2,reg__SMAD3,GiG,1,0.5,0.5,1.0,1.0
e000778,bind__GABRR1,reg__SQSTM1,GiG,1,0.5,0.5,1.0,1.0
e000779,bind__SCN1A,reg__PSMD2,GiG,1,0.5,0.5,1.0,1.0
e000780,bind__HRH4,reg__GNAI1,GiG,1,0.5,0.5,1.0,1.0
e000781,bind__DRD3,reg__GNAI1,GiG,1,0.5,0.5,1.0,1.0
e000782,bind__ESR1,reg__FOXO4,GiG,1,0.5,0.5,1.0,1.0
e000783,bind__ESR1,reg__HSPB1,GiG,1,0.5,0.5,1.0,1.0
e000784,bind__CALM3,reg__CCNA2,GiG,1,0.5,0.5,1.0,1.0
e000785,bind__CA2,reg__HSPD1,GiG,1,0.5,0.5,1.0,1.0
e000786,bind__ABL1,reg__ERBB3,GiG,1,0.5,0.5,1.0,1.0
e000787,bind__ABL1,reg__DDB2,GiG,1,0.5,0.5,1.0,1.0
e000788,bind__AR,reg__SMAD3,GiG,1,0.5,0.5,1.0,1.0
e000789,bind__AR,reg__NRIP1,GiG,1,0.5,0.5,1.0,1.0
e000790,bind__ESR1,reg__RRP1B,GiG,1,0.5,0.5,1.0,1.0
e000791,bind__ESR1,reg__NSDHL,GiG,1,0.5,0.5,1.0,1.0
e000792,bind__CYP2E1,reg__STUB1,GiG,1,0.5,0.5,1.0,1.0
e000793,bind__ESR1,reg__STUB1,GiG,1,0.5,0.5,1.0,1.0
e000794,bind__CALM2,reg__IKBKE,GiG,1,0.5,0.5,1.0,1.0
e000795,bind__HTR1A,reg__RHOA,GiG,1,0.5,0.5,1.0,1.0
e000796,bind__CALM1,reg__PSMD2,GiG,1,0.5,0.5,1.0,1.0
e000797,bind__ESR1,reg__CEBPD,GiG,1,0.5,0.5,1.0,1.0
e000798,bind__CALM1,reg__IKBKE,GiG,1,0.5,0.5,1.0,1.0
e000799,bind__TUBB,reg__IKBKB,GiG,1,0.5,0.5,1.0,1.0
e000800,bind__TUBB,reg__HSPD1,GiG,1,0.5,0.5,1.0,1.0
e000801,bind__ABL1,reg__SHB,GiG,1,0.5,0.5,1.0,1.0
e000802,bind__CALM1,reg__RGS2,GiG,1,0.5,0.5,1.0,1.0
e000803,bind__CALM3,reg__RALA,GiG,1,0.5,0.5,1.0,1.0
e000804,bind__PGR,reg__CDC25B,GiG,1,0.5,0.5,1.0,1.0
e000805,bind__CA1,reg__HSD17B7,GiG,1,0.5,0.5,1.0,1.0
e000806,bind__ESR1,reg__BRCA1,GiG,1,0.5,0.5,1.0,1.0
e000807,bind__GRIK2,reg__CALCOCO1,GiG,1,0.5,0.5,1.0,1.0
e000808,bind__SLC22A11,reg__RRP1B,GiG,1,0.5,0.5,1.0,1.0
e000809,bind__CYP3A4,reg__STUB1,GiG,1,0.5,0.5,1.0,1.0
e000810,bind__ESR1,reg__NME1,GiG,1,0.5,0.5,1.0,1.0
e000811,bind__ESR1,reg__FIS1,GiG,1,0.5,0.5,1.0,1.0
e000812,bind__ADRB3,reg__ADRB2,GiG,1,0.5,0.5,1.0,1.0
e000813,bind__ESR1,reg__DNTTIP2,GiG,1,0.5,0.5,1.0,1.0
e000814,bind__AR,reg__DDB2,GiG,1,0.5,0.5,1.0,1.0
e000815,bind__CALM2,reg__CCNA2,GiG,1,0.5,0.5,1.0,1.0
e000816,bind__CHRNA2,reg__EGR1,GiG,1,0.5,0.5,1.0,1.0
e000817,bind__ESR1,reg__NRIP1,GiG,1,0.5,0.5,1.0,1.0
e000818,bind__ABL1,reg__GRB10,GiG,1,0.5,0.5,1.0,1.0
e000819,bind__ESR1,reg__CTSD,GiG,1,0.5,0.5,1.0,1.0
e000820,bind__ESR1,reg__RRS1,GiG,1,0.5,0.5,1.0,1.0
e000821,bind__CALM3,reg__RPS4Y1,GiG,1,0.5,0.5,1.0,1.0
e000822,bind__TUBB1,reg__HSPA1A,GiG,1,0.5,0.5,1.0,1.0
e000823,bind__PPARG,reg__GADD45B,GiG,1,0.5,0.5,1.0,1.0
e000824,bind__TUBB1,reg__HSPA8,GiG,1,0.5,0.5,1.0,1.0
e000825,bind__CYP2C8,reg__BLMH,GiG,1,0.5,0.5,1.0,1.0
e000826,bind__NR3C1,reg__KPNA2,GiG,1,0.5,0.5,1.0,1.0
e000827,bind__ESR2,reg__NRIP1,GiG,1,0.5,0.5,1.0,1.0
e000828,bind__ABL1,reg__PRKCD,GiG,1,0.5,0.5,1.0,1.0
e000829,bind__ADRA1A,reg__RGS2,GiG,1,0.5,0.5,1.0,1.0
e000830,bind__CALM3,reg__NFKB2,GiG,1,0.5,0.5,1.0,1.0
e000831,bind__ATP1A1,reg__JUN,GiG,1,0.5,0.5,1.0,1.0
e000832,bind__CACNA1D,reg__STX1A,GiG,1,0.5,0.5,1.0,1.0
e000833,bind__PPARG,reg__NRIP1,GiG,1,0.5,0.5,1.0,1.0
e000834,bind__ALB,reg__CTSL,GiG,1,0.5,0.5,1.0,1.0
e000835,bind__CALM2,reg__PSMD2,GiG,1,0.5,0.5,1.0,1.0
e000836,bind__CALM1,reg__NFKB2,GiG,1,0.5,0.5,1.0,1.0
e000837,bind__SLC6A4,reg__STX1A,GiG,1,0.5,0.5,1.0,1.0
e000838,bind__CA2,reg__PCNA,GiG,1,0.5,0.5,1.0,1.0
e000839,bind__TOP2A,reg__PARP1,GiG,1,0.5,0.5,1.0,1.0
e000840,bind__AR,reg__TBP,GiG,1,0.5,0.5,1.0,1.0
e000841,bind__AR,reg__PXN,GiG,1,0.5,0.5,1.0,1.0
e000842,bind__TUBB,reg__IKBKE,GiG,1,0.5,0.5,1.0,1.0
e000843,bind__AR,reg__CDK1,GiG,1,0.5,0.5,1.0,1.0
e000844,bind__ORM1,reg__SERPINE1,GiG,1,0.5,0.5,1.0,1.0
e000845,bind__ABL1,reg__KIT,GiG,1,0.5,0.5,1.0,1.0
e000846,bind__ESR1,reg__PARP1,GiG,1,0.5,0.5,1.0,1.0
e000847,bind__ESR1,reg__RUVBL1,GiG,1,0.5,0.5,1.0,1.0
e000848,bind__TUBB,reg__RELB,GiG,1,0.5,0.5,1.0,1.0
e000849,bind__ABCB1,reg__PSMB8,GiG,1,0.5,0.5,1.0,1.0
e000850,bind__OPRD1,reg__ADRB2,GiG,1,0.5,0.5,1.0,1.0
e000851,bind__ESR2,reg__PLSCR1,GiG,1,0.5,0.5,1.0,1.0
e000852,bind__CALM1,reg__CCNA2,GiG,1,0.5,0.5,1.0,1.0
e000853,bind__CALM1,reg__CLTB,GiG,1,0.5,0.5,1.0,1.0
e000854,bind__NR3C1,reg__NFKB2,GiG,1,0.5,0.5,1.0,1.0
e000855,bind__CALM1,reg__SQSTM1,GiG,1,0.5,0.5,1.0,1.0
e000856,bind__CALM2,reg__RELB,GiG,1,0.5,0.5,1.0,1.0
e000857,bind__OPRD1,reg__GNAI1,GiG,1,0.5,0.5,1.0,1.0
e000858,bind__NR3C1,reg__MMP1,GiG,1,0.5,0.5,1.0,1.0
e000859,bind__AR,reg__CDC25A,GiG,1,0.5,0.5,1.0,1.0
e000860,bind__TUBB,reg__NFKB2,GiG,1,0.5,0.5,1.0,1.0
e000861,bind__ESR1,reg__TBP,GiG,1,0.5,0.5,1.0,1.0
e000862,bind__ESR1,reg__TOP2A,GiG,1,0.5,0.5,1.0,1.0
e000863,bind__ATP1A1,reg__HSPD1,GiG,1,0.5,0.5,1.0,1.0
e000864,bind__ATP1A1,reg__SLC25A4,GiG,1,0.5,0.5,1.0,1.0
e000865,bind__ESR1,reg__HSPA8,GiG,1,0.5,0.5,1.0,1.0
e000866,bind__TOP2A,reg__CDK1,GiG,1,0.5,0.5,1.0,1.0
e000867,bind__TOP2A,reg__MYC,GiG,1,0.5,0.5,1.0,1.0
e000868,bind__ESR1,reg__HDAC2,GiG,1,0.5,0.5,1.0,1.0
e000869,bind__ESR1,reg__KDM5A,GiG,1,0.5,0.5,1.0,1.0
e000870,bind__ESR1,reg__TRAP1,GiG,1,0.5,0.5,1.0,1.0
e000871,bind__ESR1,reg__FOXO3,GiG,1,0.5,0.5,1.0,1.0
e000872,bind__NR3C1,reg__HDAC2,GiG,1,0.5,0.5,1.0,1.0
e000873,bind__CALM2,reg__NFKB2,GiG,1,0.5,0.5,1.0,1.0
e000874,bind__CALM3,reg__PSMD2,GiG,1,0.5,0.5,1.0,1.0
e000875,bind__ABL1,reg__JUN,GiG,1,0.5,0.5,1.0,1.0
e000876,bind__CALM3,reg__RELB,GiG,1,0.5,0.5,1.0,1.0
e000877,bind__ESR1,reg__UGDH,GiG,1,0.5,0.5,1.0,1.0
e000878,bind__SHBG,reg__CTSD,GiG,1,0.5,0.5,1.0,1.0
e000879,bind__NR3C1,reg__CEBPB,GiG,1,0.5,0.5,1.0,1.0
