node,node_type,layer,is_endpoint,is_latent,is_rare_signal,recommended_use,value_type,severity_weight,observability,rarity_weight,node_priority_weight
se__Pemphigus,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Creatinine low,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Prothrombin level decreased,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Breast engorgement,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Metastatic neoplasm,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Gastrointestinal ulcer haemorrhage,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Phototoxicity,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Exophthalmos,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Bradykinesia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Optic atrophy,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Onychomycosis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Prostate cancer,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Herpes NOS,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Paresthesia of limbs,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Muscle stiffness,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hepatic cirrhosis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Fibrocystic breast disease,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Acute myocardial infarction,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Erythema of eyelid,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Impaired gastric emptying,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Pulmonary eosinophilia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Cogwheel rigidity,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Keratoconjunctivitis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Lichen planus,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Dependence psychological,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Psoriasis flare-up,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Glomerulonephritis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Oesophageal candidiasis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Xanthopsia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Lipodystrophy,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Upper-airway cough syndrome,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Condition aggravated,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Alcohol abuse,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Tachyarrhythmia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Initial insomnia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hepatocellular carcinoma,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Angiitis necrotising,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Scrotal oedema,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Corneal deposits,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Urethral pain,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Testicular swelling,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hepatitis B,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hepatic impairment,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Peyronie's disease,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Sinus arrhythmia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Blindness transient,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Dyspareunia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Vivid dreams,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Arachnoiditis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Pigmentation skin,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Heat stroke,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Tuberculosis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Choking,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Clostridium difficile colitis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Peripheral motor neuropathy,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hypoglycemic reaction,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Sticky skin,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Road traffic accident,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Lip dry,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Erythema facial,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Drug tolerance,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Chest wall pain,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Retroperitoneal haemorrhage,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Crohn's disease,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Chloasma,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Staphylococcal infection,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Recall phenomenon,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Tension headache,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Meningism,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Testicular disorder,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Dystonia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Thyroiditis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Lip swelling,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Sweating decreased,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Carcinoma of lung,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Drug ineffective,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Rash vesicular,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Otitis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Osteomalacia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Psychotic episode,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Faeces discoloured,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Benign prostatic hyperplasia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hypohidrosis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Device related infection,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Trembling,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Black hairy tongue,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Exfoliative rash,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Consciousness abnormal,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Sensation of heaviness,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Nephrocalcinosis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Non-cardiac chest pain,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Ovarian cancer,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hordeolum,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Secondary adrenocortical insufficiency,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hypogeusia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hepatitis C,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Nasal irritation,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Change in blood pressure,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Idiopathic thrombocytopenic purpura,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hypotension symptomatic,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__White blood cell disorder,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Neutropenic sepsis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Urine output,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Arteriosclerosis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Cholangitis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Protrusion tongue,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Paronychia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Immunodeficiency,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Flu symptoms,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Eosinophil count increased,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Vaginal dryness,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Piloerection,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Respiratory paralysis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Thyroid disorder,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Ureteric obstruction,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Scleritis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Middle insomnia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Aplasia pure red cell,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Abnormal sensation in eye,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Libido disorder,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Motion sickness,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Drug reaction with eosinophilia and systemic symptoms,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Balanitis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Feeling drunk,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Paralysis flaccid,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Infusion site pain,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Ear discomfort,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hypersexuality,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Posterior reversible encephalopathy syndrome,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Labyrinthitis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Illusion,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Short-term memory loss,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Monocytosis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Megacolon,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Left ventricular failure,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Gallbladder disorder,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Pain in arm,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Ejection fraction decreased,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Lymphadenitis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Lung infection,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Acute myeloid leukaemia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Airway obstruction NOS,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Pseudolymphoma,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Temperature intolerance,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Lacrimation decreased,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Gastrointestinal toxicity,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Abrasion NOS,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Premenstrual syndrome,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Vitreous detachment,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Radiation recall reaction (dermatologic),drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Eosinophilic pneumonia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Thrombophlebitis superficial,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hepatosplenomegaly,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Wound infection,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Iridocyclitis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Blood in stool,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hepatitis toxic,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Lichenoid keratosis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Urogenital disorder,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Tearing eyes,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Bladder cancer,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Cardiac valve disease,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Anxiety depression,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Respiration abnormal,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Cardiac flutter,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Derealisation,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Appendicitis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Posterior subcapsular cataract,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Lactation female,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Gagging,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Glucose increased,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Anxiety disorder,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Dyslipidaemia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Breast discomfort,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Fasciculation,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Increased tendency to bruise,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Edema cerebral,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Claudication,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Cardiac output decreased,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hepatic insufficiency,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Sedation,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Conjunctivitis allergic,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Muscle contracture,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Infusion site reaction,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Dysthymic disorder,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Gastrointestinal ulcer,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Sluggishness,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Foreign body sensation in eyes,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Renal colic,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Oesophageal stenosis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Reflux esophagitis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Cytolytic hepatitis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Salpingitis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Sensation of heat,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__IIIrd nerve paralysis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Dry cough,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Haemorrhagic stroke,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Pathological gambling,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Blood urine,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Keratoconjunctivitis sicca,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Oligomenorrhoea,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Ovarian disorder,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Coldness,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Porphyria non-acute,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Respiratory disorder,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hyperadrenocorticism,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Vulvovaginitis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Bipolar I disorder,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Monoplegia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__International normalised ratio increased,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Dermatitis psoriasiform,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hypochloraemia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Cholesterol serum elevated,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Postnasal drip,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Convulsive seizure,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Insulin resistance,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Mouth haemorrhage,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Mass,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Testicular atrophy,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Creatinine renal clearance decreased,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Ophthalmoplegia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Toxic skin eruption,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Diplegia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Arteriospasm coronary,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Blood sodium increased,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Oedema mouth,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Emotional disturbance NOS,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Motor dysfunction,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Breast pain female,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Orgasm abnormal,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Common wart,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Platelet disorder,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Metabolic alkalosis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hypersensitive syndrome,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Nail changes,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
